name,title,url,headshot_image_url,date_updated,department,research_interests,personal_site
Loran Nordgren,Associate Professor of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/nordgren_loran.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Nordgren_Loran_0913.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Choice Architecture, Behavior Change, Motivation",http://lorannordgren.com/
Lorenz Kueng,Assistant Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/kueng_lorenz.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Kueng_Lorenz_2012.ashx,20180327,FINANCE,"Househol Finance, Public Finance, Macroeconomic Implications of Consumer Behavior",http://lorenzkueng.com
Louis Simpson,Senior Fellow and Adjunct Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/simpson_louis.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/2016-2017- tenure-line/Simpson_Louis_121316.ashx,20180327,FINANCE,,
Louis Stern,John D. Gray Professor Emeritus of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/stern_louis.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/stern_l.ashx,20180327,MARKETING,"Sternthal, Brian and Louis Stern. 1973. Conflict management in interorganizational conflict. International Journal of Group Tensions.: 68-90.",
Lynn Cohn,Clinical Professor of Management & Organizations (Courtesy),http://www.kellogg.northwestern.edu/faculty/directory/cohn_lynn.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Cohn_Lynn 02142018.ashx,20180327,MANAGEMENT & ORGANIZATIONS,,
Malcolm Preston,Adjunct Professor of Kellogg Public-Private Interface,http://www.kellogg.northwestern.edu/faculty/directory/preston_malcolm.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Preston_Malcom 01262018.ashx,20180327,PUBLIC-PRIVATE INTERFACE,,
Margaret Kyle,Visiting Professor of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/kyle_margaret.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Kyle_Margaret_021914.ashx,20180327,STRATEGY,"Industrial Organization, Productivity, Economics of Innovation, Health Policy, Business Strategy",
Marian Powers,Adjunct Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/powers_marian.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Powers_Marian.ashx,20180327,EXECUTIVE EDUCATION,,
Mark Achler,Adjunct Lecturer of Innovation & Entrepreneurship,http://www.kellogg.northwestern.edu/faculty/directory/achler_mark.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Achler_Mark_1013.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
Mark Angelson,Adjunct Professor of Mergers and Acquisitions,http://www.kellogg.northwestern.edu/faculty/directory/angelson_mark.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Angelson_M.ashx,20180327,STRATEGY,,
Mark Finn,Clinical Professor of Accounting Information & Management,http://www.kellogg.northwestern.edu/faculty/directory/finn_mark.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/finn_m.ashx,20180327,ACCOUNTING INFORMATION & MANAGEMENT,"Financial reporting and corporate control outside the United States, particularly in Japan and emerging markets. Accounting for foreign operations and risk management activities. Theoretical topics in auditing, financial reporting, and managerial accounting",
Mark McCareins,,http://www.kellogg.northwestern.edu/faculty/directory/mccareins_mark.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/McCareins_Mark_F09.ashx,20180327,STRATEGY,"Antitrust, unfair competition, intellectual property and commercial litigation",
Mark Satterthwaite,,http://www.kellogg.northwestern.edu/faculty/directory/satterthwaite_mark.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/satterthwaite_m.ashx,20180327,STRATEGY,"Trading under asymmetric information, dynamics of competition within oligopolies, competition among health care providers",http://www.kellogg.northwestern.edu/faculty/satterthwaite/research/researchpage.html
Marshall Solem,Adjunct Lecturer of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/solem_marshall.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Solem_Marshall_012917.ashx,20180327,EXECUTIVE EDUCATION,,
Martin Eichenbaum,,http://www.kellogg.northwestern.edu/faculty/directory/eichenbaum_martin.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/eichenbaum_martin.ashx,20180327,EXECUTIVE EDUCATION,"Burnside, Craig, Martin Eichenbaum and Sergio Rebelo. 2008. Currency Crisis Models. The New Palgrave: A Dictionary of Economics.",
Martin Lariviere,,http://www.kellogg.northwestern.edu/faculty/directory/lariviere_martin.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Lariviere_Martin_2012.ashx,20180327,OPERATIONS,"Service management, supply chain management, supply chain contracting and incentives",http://www.kellogg.northwestern.edu/faculty/lariviere/research/index.htm
Mary O'Brien Pearlman,Clinical Associate Professor of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/pearlman_mary.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/pearlman_mary.ashx,20180327,MARKETING,,
Maryam Kouchaki,Assistant Professor of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/kouchaki_maryam.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Kouchaki_Maryam_081114.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Behavioral ethics, Morality, Judgment and decision-making, Diversity, Negotiation",
Matthew Lyle,Assistant Professor of Accounting Information & Management,http://www.kellogg.northwestern.edu/faculty/directory/lyle_matthew.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Lyle_Matthew.ashx,20180327,ACCOUNTING INFORMATION & MANAGEMENT,"Accounting-based valuation, information quality, disclosure, accounting-based risk forecasting, and cost of capital",
Matthew Tuite,Associate Professor Emeritus of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/tuite_matthew.aspx,,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,,
Megan Kashner,,http://www.kellogg.northwestern.edu/faculty/directory/kashner_megan.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Kasher_Megan_031416.ashx,20180327,PUBLIC-PRIVATE INTERFACE,,
Meghan Busse,Associate Professor of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/busse_meghan.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Busse_Meghan_111416.ashx,20180327,STRATEGY,"Pricing, price discrimination, market structure and competition",
Michael J. Fishman,,http://www.kellogg.northwestern.edu/faculty/directory/fishman_michael_j.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/fishman_m.ashx,20180327,FINANCE,"Regulation of financial markets, financial contracting, corporate finance",
Michael Mazzeo,,http://www.kellogg.northwestern.edu/faculty/directory/mazzeo_michael.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Mazzeo_Mike_04416.ashx,20180327,STRATEGY,"Industrial organization, organizational economics, strategy",http://www.kellogg.northwestern.edu/faculty/mazzeo/htm/resrchpg.htm
Michael Moorman,Adjunct Lecturer of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/moorman_michael.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Moorman_Michaael_012917.ashx,20180327,EXECUTIVE EDUCATION,"Moorman, Michael and Rodolfo Luzardo. ""Achieving the Revenue Promise From Mergers and Acquisitions."".",
Michael Powell,Associate Professor of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/powell_michael.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Powell_Michael_2012.ashx,20180327,STRATEGY,"Powell, Michael, Jin Li and Rongzhu Ke. 2018. Managing Careers in Organizations. Journal of Labor Economics.A firm's organizational structure imposes constraints on its ability to use promotion-based incentive systems. The main contribution of this paper is to develop a framework for identifying these constraints and exploring their consequences. We show that firms manage workers' careers by putting in place personnel policies that optimally resemble an internal labor market. Firms may adopt forced-turnover policies in order to keep lines of advancement open. In addition, they may alter their organizational structures to relax these constraints. This gives rise to a trade-off between incentive provision at the worker level and productive efficiency at the firm level. Our framework generates novel testable implications that connect firm-level characteristics with workers' careers in ways that are consistent with a rich set of empirical findings.",http://www.pareto-optimal.com
Michael Xenakis,Adjunct Lecturer of Finance,http://www.kellogg.northwestern.edu/faculty/directory/xenakis_michael.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Xenakis_Michael_012917.ashx,20180327,FINANCE,,
Michal Maimaran,,http://www.kellogg.northwestern.edu/faculty/directory/maimaran_michal.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Maimaran_Michal_2012.ashx,20180327,MARKETING,"Children Decision Making, Consumer Judgment and Decision Making",http://www.kellogg.northwestern.edu/faculty/maimaran/personal/index.html
Michele Rogers,,http://www.kellogg.northwestern.edu/faculty/directory/rogers_michele.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Rogers_Michelle_111416.ashx,20180327,EXECUTIVE EDUCATION,na,
Michelle L. Buck,Clinical Professor of Leadership,http://www.kellogg.northwestern.edu/faculty/directory/buck_michelle_l.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Buck_Michelle_2012.ashx,20180327,EXECUTIVE EDUCATION,"Leadership, Story and narrative, Negotiations, Conflict management",
Mitchell A. Petersen,,http://www.kellogg.northwestern.edu/faculty/directory/petersen_mitchell_a.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/peterson_m.ashx,20180327,FINANCE,"Empirical corporate finance including how firms large and small are financed, how financial frictions (including taxes and changes in technology) affect firm's financing, risk management, and investments.",
Mohanbir Sawhney,,http://www.kellogg.northwestern.edu/faculty/directory/sawhney_mohanbir.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Sawhney_Mohan_091514.ashx,20180327,MARKETING,"Business Innovation, Digital Marketing, Enterprise Analytics",http://www.mohansawhney.com
Moran Cerf,Associate Professor of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/cerf_moran.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Cerf_Moran_0913.ashx,20180327,MARKETING,"Using methods from neuroscience to understand the underlying mechanisms of our psychology, behavior changes, emotion, decision making and dreams.Our work addresses questions such as: ""How are conscious percepts formed in our brain?"", ""How can we control our emotions?"" and ""Which brain mechanisms determine if we find content engaging?""Recently, our focus has been on the neural mechanisms that underlie decision-making, thereby offering a new perspective on predicting future choices and investigating how much free will we have in our decisions. Studying patients undergoing brain-surgery by recording the activity of individual nerve cells using electrodes implanted in the patient's brain our work offers a novel way to understand our psyche by observing the brain directly from within.",http://www.morancerf.com
Morton Schapiro,,http://www.kellogg.northwestern.edu/faculty/directory/schapiro_morton.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Schapiro_Morton.ashx,20180327,STRATEGY,"Schapiro, Morton and Michael S. McPherson. 2008. The Spellings Commission Report: One Year Later. Forum Futures 2008.",
Nabil Al-Najjar,John L. and Helen Kellogg Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/al-najjar_nabil.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/al najjar_n.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Decision theory, learning, game theory",http://www.kellogg.northwestern.edu/faculty/alnajjar/htm/
Nancy Qian,Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/qian_nancy.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Qian_Nancy_101716.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Development Economics, Political Economy, Historical Development",http://www.kellogg.northwestern.edu/faculty/qian/index.html
Navin Chopra,Clinical Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/chopra_navin.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Chopra_Navin.ashx,20180327,FINANCE,"Chopra, Navin, Charles Lee, Andrei Shleifer and R. Thaler. 1993. Yes, Closed-End Fund Discounts Are a Sentiment Index. Journal of Finance.",
Neal Roese,,http://www.kellogg.northwestern.edu/faculty/directory/roese_neal.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Roese_Neal_111416.ashx,20180327,MARKETING,Judgment and Decision-Making; Counterfactual Reasoning; Regret; Hindsight Bias; Causal Inference,
Nemanja Antic,Assistant Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/antic_nemanja.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Antic_Nemanja_121615.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Microeconomic Theory, Political Economy, Mechanism Design, Repeated Games, Bargaining",http://www.kellogg.northwestern.edu/faculty/antic/
Nicholas A. Pearce,Clinical Associate Professor of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/pearce_nicholas.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Pearce_Nicholas_032317.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Leadership, Organizational change, Diversity & inclusion, Values-based organizations, Megachurches, Vocation",http://www.nicholaspearce.org
Nicola Bianchi,Assistant Professor of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/bianchi_nicola.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Bianchi_Nicola_090215.ashx,20180327,STRATEGY,"Labor Economics, Economics of Education, Economic History, Innovation, Public Economics.",http://www.bianchinicola.com
Nicola Persico,,http://www.kellogg.northwestern.edu/faculty/directory/persico_nicola.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Persico_Nicola.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Contract Theory, Economics of Organizations, Political Economy/Design, Labor Economics, Microeconomics, Game Theory",http://www.nicolapersico.com/
Nicolas Crouzet,Assistant Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/crouzet_nicolas.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Crouzet_Nicolas_072914.ashx,20180327,FINANCE,"Business cycle theory, Financial frictions and economic activity, debt structure.",http://www.kellogg.northwestern.edu/faculty/crouzet/html/index.html
Nicole Stephens,,http://www.kellogg.northwestern.edu/faculty/directory/stephens_nicole.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Stephens_Nicole_032414.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"The sociocultural patterning of mind and behavior; The sources of social class, racial/ethnic, and gender disparities in higher education and the workplace; Developing interventions to leverage the benefits of diversity in organizations.",http://www.nicolemstephens.com/
Niko Matouschek,,http://www.kellogg.northwestern.edu/faculty/directory/matouschek_niko.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Matouschek_Niko_040616.ashx,20180327,STRATEGY,"Economics of organization, contract economics, industrial organization",http://www.kellogg.northwestern.edu/faculty/matouschek/htm/research/Niko_Matouscheks_Homepage/Home.html
Noshir Contractor,,http://www.kellogg.northwestern.edu/faculty/directory/contractor_noshir.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/contractor_n.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Pilny, A., A. Schecter, M.S. Poole and Noshir Contractor. Forthcoming. An illustration of the relational event model to analyze group interaction processes. Group Dynamics: Theory, Research, and Practice.",http://nosh.northwestern.edu/
Nour Kteily,Assistant Professor of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/kteily_nour.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Kteily_Nour_090414.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Power and Status, Intergroup Relations, Ideology, Conflict Resolution, Negotiations",
Ozge Islegen,Assistant Professor of Operations,http://www.kellogg.northwestern.edu/faculty/directory/islegen_ozge.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Islegen_Ozge.ashx,20180327,OPERATIONS,"Supply chain management, capacity management and environmental sustainability; specifically, energy supply chains, and capacity investment strategies under environmental regulations.",
Paola Sapienza,,http://www.kellogg.northwestern.edu/faculty/directory/sapienza_paola.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/sapienza_p.ashx,20180327,FINANCE,"Financial development, financial institutions, political economy, behavioral economics",http://www.kellogg.northwestern.edu/faculty/sapienza/htm/research.htm
Paul Campbell,Adjunct Professor of Health Enterprise Management,http://www.kellogg.northwestern.edu/faculty/directory/campbell_paul.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Campbell_Paul 12062017 cropped.ashx,20180327,PUBLIC-PRIVATE INTERFACE,,
Paul Christensen,,http://www.kellogg.northwestern.edu/faculty/directory/christensen_paul.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/christensen_p.ashx,20180327,FINANCE,,
Paul Corona,,http://www.kellogg.northwestern.edu/faculty/directory/corona_paul.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Corona_Paul_HS_51015.ashx,20180327,ARCHITECTURES OF COLLABORATION,"Corona, Paul. 2012. The Wisdom of Walk-Ons: 7 Winning Strategies for College, Business and Life. North Charlston, SC: CreateSpace Independent Publishing Platform.",
Paul D. Leinwand,Adjunct Professor of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/leinwand_paul.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Leinwand_Paul_101014.ashx,20180327,STRATEGY,,
Paul Earle Jr.,Adjunct Lecturer of Innovation & Entrepreneurship,http://www.kellogg.northwestern.edu/faculty/directory/earle_paul.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Earle_Paul_051917.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
Paul Hirsch,,http://www.kellogg.northwestern.edu/faculty/directory/hirsch_paul.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/hirsch_p.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Organizational Growth and Change, Corporate Culture, Communication, Media Industries, Transitions in China and Europe, and Arts Management",
Pete McNerney,Adjunct Lecturer of Finance,http://www.kellogg.northwestern.edu/faculty/directory/mcnerney_peter.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/McNerney_Peter_111416.ashx,20180327,FINANCE,,
Peter Klibanoff,Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/klibanoff_peter.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/klibanoff_p.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Economic theory, including: decision theory and issues related to modeling decision making under uncertainty and ambiguity; optimal pricing and regulation; game theory; mechanism design; asset pricing; and behavioral economics.",http://www.kellogg.northwestern.edu/faculty/klibanof/ftp/klibanof.htm
Philip Kotler,,http://www.kellogg.northwestern.edu/faculty/directory/kotler_philip.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/kotler_p.ashx,20180327,MARKETING,"Development of marketing principles and new products, strategy, promotional planning, marketing for nonprofit organizations, international marketing",http://www.pkotler.org
Philip Levy,Adjunct Professor of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/levy_philip.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Levy_Philip_101014.ashx,20180327,STRATEGY,,
Phillip Braun,,http://www.kellogg.northwestern.edu/faculty/directory/braun_phillip.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/braun_phillip.ashx,20180327,FINANCE,"Braun, Phillip and Alain Sunier. 1995. Good News, Bad News, Volatility, and Betas. Journal of Finance. 50: 1575-1604.",
Ping Dong,,http://www.kellogg.northwestern.edu/faculty/directory/dong_ping.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Ping Dong 09112017 cropped.ashx,20180327,MARKETING,"Social Influence on Consumer Decision Making, Emotions in Consumption Context, Ethics in Consumption, Sensory Marketing",https://pingdongmkt.weebly.com/
Pramodita Sharma,Visiting Professor of Family Enterprises,http://www.kellogg.northwestern.edu/faculty/directory/sharma_pramodita.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Sharma_Pramodita_061016.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,"Starting with her multiple-award winning dissertation work on succession in Canadian family enterprises, Pramodita Sharma’s research on the succession processes, governance, innovation, next generation issues and the unique dynamics underlying family firms has been honored with several international awards. She is amongst the most frequently cited scholars in family business studies.",
Pranav Kothari,Adjunct Lecturer of Social Enterprise,http://www.kellogg.northwestern.edu/faculty/directory/kothari_pranav.aspx,,20180327,PUBLIC-PRIVATE INTERFACE,,http://www.knowledgeworks.org/
Raghu Katakam,Lecturer of Data Analytics,http://www.kellogg.northwestern.edu/faculty/directory/katakam_raghu.aspx,,20180327,MARKETS & CUSTOMERS,,
Ravi Jagannathan,,http://www.kellogg.northwestern.edu/faculty/directory/jagannathan_ravi.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/jagannathan_ravi.ashx,20180327,FINANCE,"Capital markets, valuation of financial assets, derivative securities and risk management, portfolio performance evaluation",http://www.kellogg.northwestern.edu/faculty/jagannathan/htm/
Richard H. Mattoon,Adjunct Lecturer of Real Estate,http://www.kellogg.northwestern.edu/faculty/directory/mattoon_richard_h.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/mattoon_r.ashx,20180327,FINANCE,,
Richard Honack,Adjunct Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/honack_richard.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/honack_r.ashx,20180327,EXECUTIVE EDUCATION,Generational marketing and leadership Nanosecond culture Services Marketing Sports Marketing and Management,
Richard I. Kolsky,Adjunct Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/kolsky_richard.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Kolsky_Richard_2011.ashx,20180327,MARKETING,,
Rick Desai,Adjunct Lecturer of Innovation & Entrepreneurship,http://www.kellogg.northwestern.edu/faculty/directory/desai_rick.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Desai_Rick 03142018.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
Rima Toure-Tillery,Assistant Professor of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/toure-tillery_rima.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Toure-Tillery_Rima.ashx,20180327,MARKETING,"Consumer behavior, self- diagnosticity, illusion of impact, motivation, prosocial behavior, ethical behavior, social inference.",https://www.rimatoure.com/
Robert A. Cooper,Adjunct Lecturer of Executive Programs,http://www.kellogg.northwestern.edu/faculty/directory/cooper_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Cooper_Robert_PS_6012015.ashx,20180327,EXECUTIVE EDUCATION,,
Robert Blattberg,Professor Emeritus of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/blattberg_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/blattberg_r.ashx,20180327,MARKETING,"Database marketing; use of statistical models to make marketing decisions in areas of new product forecasting, direct marketing, promotional; price elasticity estimation",
Robert Boute,Visiting Professor,http://www.kellogg.northwestern.edu/faculty/directory/boute_robert.aspx,,20180327,EXECUTIVE EDUCATION,"Van den Broeke, Maud, Robert Boute and Jan A. Van Mieghem. Forthcoming. Platform Flexibility Strategies: Investment versus Customization Tradeoff. European Journal of Operations Research.Product platforms are flexible assets that facilitate cost-efficient product variety. How much investment in platform flexibility is desirable? We study the platform flexibility investment decision: when is it better to develop low-end or high-end platforms (aligned with the functional- ities of a specific product), or to invest in middle-end platforms with cheaper low- and high-end customization, or in ultimate platforms that cover the functionalities of the entire product range at negligible customization? Or is a portfolio of these platforms better? We present a mathemat- ical model of the platform portfolio flexibility decision where each platform comes with its own fixed investment and variable customization cost. We characterize the optimal strategy using an investment-customization tradeoff curve and value the economies of scale and scope embedded in platforms via comparative statics of investment and customization costs, as well as the mean and covariances of the demand forecast.",
Robert Bray,Associate Professor of Operations,http://www.kellogg.northwestern.edu/faculty/directory/bray_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Bray_Rob.ashx,20180327,OPERATIONS,"Bray, Robert, Nicola Persico, Decio Coviello and Andrea Ichino. 2016. Multitasking, Multi-Armed Bandits, and the Italian Judiciary. Manufacturing & Service Operations Management.",http://www.kellogg.northwestern.edu/faculty/bray/index.html
Robert Dewar,Associate Professor Emeritus of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/dewar_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/dewar_r.ashx,20180327,MANAGEMENT & ORGANIZATIONS,Implementation of market/customer focus; manufacturers,
Robert Dintruff,Adjunct Lecturer of Global Health,http://www.kellogg.northwestern.edu/faculty/directory/dintruff_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Dintruff_Rob_022614.ashx,20180327,PUBLIC-PRIVATE INTERFACE,,
Robert Duncan,Professor Emeritus of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/duncan_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/duncan_r.ashx,20180327,MANAGEMENT & ORGANIZATIONS,,
Robert Hughes,,http://www.kellogg.northwestern.edu/faculty/directory/hughes_bob.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Hughes_Robert_111416.ashx,20180327,EXECUTIVE EDUCATION,,
Robert Korajczyk,,http://www.kellogg.northwestern.edu/faculty/directory/korajczyk_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/korajczyk_r.ashx,20180327,FINANCE,"Investments, corporate finance.",
Robert L. McDonald,Erwin P. Nemmers Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/mcdonald_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/McDonald_Robert_0008_10RGB.ashx,20180327,FINANCE,"Corporate finance, derivative securities and hedging, the role of asymmetric information in corporate fund-raising, application of option pricing theory to corporate decision-making",http://derivatives.kellogg.northwestern.edu
Robert Langewisch,Lecturer of Leadership,http://www.kellogg.northwestern.edu/faculty/directory/langewisch_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Langewisch_Robert_101716.ashx,20180327,ARCHITECTURES OF COLLABORATION,,
Robert Magee,,http://www.kellogg.northwestern.edu/faculty/directory/magee_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/magee_r.ashx,20180327,ACCOUNTING INFORMATION & MANAGEMENT,Effects of financial reporting practices on investor and manager decision making,http://www.kellogg.northwestern.edu/faculty/magee/htm/externalities.pdf
Robert Schieffer,Adjunct Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/schieffer_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/schieffer_r.ashx,20180327,EXECUTIVE EDUCATION,"Market segmentation, product optimization, global marketing research and customer satisfaction and loyalty measurement",
Robert Weber,Professor Emeritus of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/weber_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/weber_r.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Game theory, auctions and bidding, voting systems",http://www.kellogg.northwestern.edu/faculty/weber/index.htm
